epoch,Always Cooperate,Always Defect,Random,Suspicious Tit For Tat,Tat For Tit,Tit For Tat,Tit For Two Tats
0,50,50,50,50,50,50,50
1,100,0,52,12,86,50,50
2,12,0,104,12,122,50,50
3,12,0,147,24,34,83,50
4,12,0,98,19,0,154,67
5,13,0,10,19,0,225,83
6,3,0,0,0,0,305,42
7,5,0,0,0,0,305,40
8,5,0,0,0,0,306,39
9,6,0,0,0,0,297,47
10,6,0,0,0,0,294,50
11,6,0,0,0,0,292,52
12,5,0,0,0,0,297,48
