epoch,Always Cooperate,Always Defect,Random,Suspicious Tit For Tat,Tat For Tit,Tit For Tat,Tit For Two Tats
0,50,50,50,50,50,50,50
1,0,100,68,50,12,70,50
2,0,92,0,50,0,140,68
3,0,4,0,50,0,160,136
4,0,0,0,0,0,126,224
5,0,0,0,0,0,134,216
6,0,0,0,0,0,127,223
7,0,0,0,0,0,138,212
8,0,0,0,0,0,133,217
9,0,0,0,0,0,141,209
10,0,0,0,0,0,142,208
11,0,0,0,0,0,156,194
12,0,0,0,0,0,154,196
