epoch,Always Cooperate,Always Defect,Random,Suspicious Tit For Tat,Tat For Tit,Tit For Tat,Tit For Two Tats
0,50,50,50,50,50,50,50
1,64,55,0,56,53,65,57
2,74,55,0,59,45,65,52
3,86,52,0,61,33,69,49
4,96,54,0,60,26,64,50
5,105,55,0,68,15,58,49
6,118,53,0,73,7,55,44
7,131,44,0,79,2,54,40
8,148,38,0,87,0,48,29
9,165,34,0,88,0,42,21
10,189,28,0,92,0,30,11
11,204,20,0,93,0,27,6
12,221,11,0,89,0,27,2
