epoch,Always Cooperate,Always Defect,Random,Suspicious Tit For Tat,Tat For Tit,Tit For Tat,Tit For Two Tats
0,50,50,50,50,50,50,50
1,63,14,38,49,21,74,91
2,83,0,11,29,2,90,135
3,93,0,0,4,0,89,164
4,91,0,0,0,0,87,172
5,89,0,0,0,0,86,175
6,86,0,0,0,0,86,178
7,79,0,0,0,0,93,178
8,74,0,0,0,0,99,177
9,70,0,0,0,0,102,178
10,64,0,0,0,0,109,177
11,61,0,0,0,0,111,178
12,56,0,0,0,0,115,179
