epoch,Always Cooperate,Always Defect,Random,Suspicious Tit For Tat,Tat For Tit,Tit For Tat,Tit For Two Tats
0,50,50,50,50,50,50,50
1,76,5,52,7,50,80,80
2,100,0,30,0,0,114,106
3,115,0,2,0,0,121,112
4,111,0,2,0,0,118,119
5,111,0,1,0,0,124,114
6,110,0,2,0,0,128,110
7,126,0,0,0,0,120,104
8,126,0,0,0,0,119,105
9,127,0,0,0,0,130,93
10,128,0,0,0,0,131,91
11,135,0,0,0,0,123,92
12,127,0,0,0,0,121,102
