epoch,Always Cooperate,Always Defect,Random,Suspicious Tit For Tat,Tat For Tit,Tit For Tat,Tit For Two Tats
0,50,50,50,50,50,50,50
1,50,0,50,50,12,88,100
2,50,0,0,24,0,88,188
3,66,0,0,0,0,24,260
4,64,0,0,0,0,29,257
5,70,0,0,0,0,23,257
6,74,0,0,0,0,24,252
7,75,0,0,0,0,16,259
8,71,0,0,0,0,15,264
9,73,0,0,0,0,13,264
10,72,0,0,0,0,13,265
11,79,0,0,0,0,12,259
12,74,0,0,0,0,9,267
