epoch,Always Cooperate,Always Defect,Random,Suspicious Tit For Tat,Tat For Tit,Tit For Tat,Tit For Two Tats
0,50,50,50,50,50,50,50
1,75,8,51,4,50,81,81
2,97,2,30,1,0,112,108
3,108,0,2,2,0,139,99
4,104,0,4,0,0,142,100
5,92,0,4,0,0,145,109
6,87,0,4,0,0,150,109
7,92,0,5,0,0,156,97
8,85,0,1,0,0,165,99
9,94,0,2,0,0,170,84
10,104,0,0,0,0,164,82
11,112,0,0,0,0,154,84
12,108,0,0,0,0,153,89
