epoch,Always Cooperate,Always Defect,Random,Suspicious Tit For Tat,Tat For Tit,Tit For Tat,Tit For Two Tats
0,50,50,50,50,50,50,50
1,77,13,51,15,42,73,79
2,91,3,33,7,27,90,99
3,99,4,20,2,17,101,107
4,106,1,8,0,7,107,121
5,106,2,2,0,2,110,128
6,106,2,2,0,0,107,133
7,103,2,2,0,0,100,143
8,100,2,2,0,0,98,148
9,97,2,2,0,0,101,148
10,88,2,2,0,0,97,161
11,72,2,2,0,0,99,175
12,64,2,2,0,0,98,184
