epoch,Always Cooperate,Always Defect,Random,Suspicious Tit For Tat,Tat For Tit,Tit For Tat,Tit For Two Tats
0,50,50,50,50,50,50,50
1,82,18,32,73,13,67,65
2,158,0,0,67,0,59,66
3,246,0,0,32,0,36,36
4,328,0,0,4,0,11,7
5,350,0,0,0,0,0,0
6,350,0,0,0,0,0,0
7,350,0,0,0,0,0,0
8,350,0,0,0,0,0,0
9,350,0,0,0,0,0,0
10,350,0,0,0,0,0,0
11,350,0,0,0,0,0,0
12,350,0,0,0,0,0,0
