epoch,Always Cooperate,Always Defect,Random,Suspicious Tit For Tat,Tat For Tit,Tit For Tat,Tit For Two Tats
0,50,50,50,50,50,50,50
1,99,14,48,64,0,72,53
2,187,0,0,38,0,72,53
3,275,0,0,0,0,56,19
4,350,0,0,0,0,0,0
5,350,0,0,0,0,0,0
6,350,0,0,0,0,0,0
7,350,0,0,0,0,0,0
8,350,0,0,0,0,0,0
9,350,0,0,0,0,0,0
10,350,0,0,0,0,0,0
11,350,0,0,0,0,0,0
12,350,0,0,0,0,0,0
